Indeks #;Aktywny (0 lub 1);Nazwa;ID reguły podatku;Cena bez podatku. (netto);Cena zawiera podatek. (brutto);Marka;Opis;Dostępne do zamówienia (0 = Nie, 1 = Tak);W sprzedaży (0 lub 1);Ilość;Adresy URL zdjęcia (x,y,z...);Kategorie (x,y,z...);Przepisany URL
ARE-S-239;1;Klarmedel 24h - super skuteczny;1;5.28;6.50;Coobra;Super szybki i super silny, dwuskładnikowy, profesjonalny środek klarujący do nastawów. Idealny do klarowania zacieru i win białych. Czas całkowitego wyklarowania 24h. Zawartość torebki na 25l wina. Instrukcja:gdy wino bądź zacier przestaną „pracować”, należy zlać je znad osadu do innego pojemnika. Przed dodaniem preparatu należy dobrze zamieszać nastaw, następnie dodać całą zawartość saszetki K1 i całość dokładnie wymieszać ok.30sek. Następnie dodać zawartość saszetki J1 i ponownie wymieszać. Pozostawić w spokojnym miejscu, proces klarowania rozpocznie się po kilku minutach, całkowite wyklarowanie do 24h.;1;1;3;https://winohobby.biz/userdata/public/gfx/6879/Klarmedel-24h---super-skuteczny.jpg;13;klarmedel-24h-super-skuteczny
ARE-R-791;1;Aromat  o smaku: Gremaxa style flavour - 5l;1;569.11;700.00;Zaprawki do alkoholu esencje STRANDS;Szanowni klienci, uprzejmie informujemy, że zaprawki w bańkach 5 l zamawiane są pod konkretne zamówienie, czas oczekiwania do 14 dni roboczych. Pojemność 5L do przygotowania 150L alkoholu Aromat charakteryzuje się bogatą, złożoną nutą, która łączy w sobie wyraźną słodycz miodu i owoców, takich jak winogrona czy suszone śliwki. W tle pojawiają się subtelne akcenty przypraw, jak cynamon i goździki, które dodają głębi. Całość ma delikatną, niemal kremową gładkość, z wyczuwalnym, lekko drzewnym posmakiem, który równoważy słodkie i owocowe nuty. Instrukcja:do butelki 750ml wlać 25ml zaprawki i dopełnić wódką 40% (lub % wedle uznania). Wstrząsnąć, odstawić na 24h i gotowe. Dłuższe „przegryzanie” się trunku poprawia jego smak. Szanowni Klienci,w buteleczce z esencją mogą wyjątkowo czasami pojawiać się drobinki osadu. Producenci esencji dodają ekstraktu dębowego, który jak firma STRANDS sami produkują poprzez proces ekstrakcji. Otrzymują zawiesinę, którą filtrują. Ten proces czasami nie jest wystarczający i malutkie cząsteczki pyłu dębowego przepychają się przez filtr a potem kumulują się w większe widoczne aglomeraty. Serdecznie za to przepraszamy, producent stara się polepszyć proces filtracji. Natomiast nie można wykluczyć ekstraktu dębowego ze względów smakowych. W każdym razie nie jest to szkodliwe a gotowy alkohol można przefiltrować przez sączek filtracyjny, ewentualnie przez filtr do kawy.;1;1;9;https://winohobby.biz/userdata/public/gfx/7377/Gremaxa-5l.jpg;24|26|21;aromat-o-smaku-gremaxa-style-flavour-5l
ARE-R-793;1;Aromat  o smaku: I Cream Style  Flavour - 5l;1;500.0;615.00;Zaprawki do alkoholu esencje STRANDS;Aromat ten charakteryzuje przyjemne połączenie słodkiego, kremowego zapachu z nutami czekolady i wanilii. Wyczuwalne są także subtelne akcenty orzechów laskowych oraz karmelu, które dodają głębi. Całość ma delikatny, mleczny charakter, z lekkimi, ciepłymi tonami przypraw, jak cynamon czy kawa. Szanowni klienci, uprzejmie informujemy, że zaprawki w bańkach 5 l zamawiane są pod konkretne zamówienie, czas oczekiwania do 14 dni roboczych. Pojemność 5L do przygotowania 150L alkoholuInstrukcja:do butelki z esencją likieru należy dolać 135ml słodkiej śmietanki i dopełnić wódką 40% (lub % wedle uznania). Wstrząsnąć do całkowitego rozpuszczenia się, odstawić na 24h i gotowe. Dłuższe „przegryzanie” się trunku poprawia jego smak.Co jakiś czas będzie wymagane mieszanie butelką gdyż w zależności od jakości dodanej śmietanki - likier może się rozwarstwiać. Szanowni Klienci,w buteleczce z esencją mogą wyjątkowo czasami pojawiać się drobinki osadu. Producenci esencji dodają ekstraktu dębowego, który jak firma STRANDS sami produkują poprzez proces ekstrakcji. Otrzymują zawiesinę, którą filtrują. Ten proces czasami nie jest wystarczający i malutkie cząsteczki pyłu dębowego przepychają się przez filtr a potem kumulują się w większe widoczne aglomeraty. Serdecznie za to przepraszamy, producent stara się polepszyć proces filtracji. Natomiast nie można wykluczyć ekstraktu dębowego ze względów smakowych. W każdym razie nie jest to szkodliwe a gotowy alkohol można przefiltrować przez sączek filtracyjny, ewentualnie przez filtr do kaw.;1;1;6;https://winohobby.biz/userdata/public/gfx/7370/I-Cream-5l.jpg;24|35|21;aromat-o-smaku-i-cream-style-flavour-5l
ARE-R-827;1;Aromat o smaku: Borbon Whisky style flavour  250ml;1;36.59;45.00;Zaprawki do alkoholu esencje STRANDS;Aromat charakteryzuje się słodkawym smakiem kukurydzy z nutami karmelu i wanilii. Czuć także lekki dymny posmak oraz akcenty prażonych orzechów. Na końcu zostaje przyjemny, ciepły posmak dębu i słodkich przypraw, który długo utrzymuje się na podniebieniu. 250ml – ilość esencji wystarczająca na około 7,5L alkoholu25ml – na butelkę 750ml Instrukcja:do butelki 750ml wlać 25ml esencji i dopełnić wódką 40% (lub mocniejszą wedle uznania). Wstrząsnąć, odstawić na 24h i gotowe. Dłuższe „przegryzanie” się trunku poprawia jego smak. Szanowni Klienci, w buteleczce z esencją mogą wyjątkowo czasami pojawiać się drobinki osadu. Producenci esencji dodają ekstraktu dębowego, który jak firma STRANDS sami produkują poprzez proces ekstrakcji. Otrzymują zawiesinę, którą filtrują. Ten proces czasami nie jest wystarczający i malutkie cząsteczki pyłu dębowego przepychają się przez filtr a potem kumulują się w większe widoczne aglomeraty. Serdecznie za to przepraszamy, producent stara się polepszyć proces filtracji. Natomiast nie można wykluczyć ekstraktu dębowego ze względów smakowych. W każdym razie nie jest to szkodliwe a gotowy alkohol można przefiltrować przez sączek filtracyjny, ewentualnie przez filtr do kawy.;1;1;6;https://winohobby.biz/userdata/public/gfx/7307/BORBON.png;24|25;aromat-o-smaku-borbon-whisky-style-flavour-250ml
ARE-R-787;1;Aromat  o smaku: Cherry Brandy style flavour - 5l;1;691.06;850.00;Zaprawki do alkoholu esencje STRANDS;Szanowni klienci, uprzejmie informujemy, że zaprawki w bańkach 5 l zamawiane są pod konkretne zamówienie, czas oczekiwania do 14 dni roboczych. Pojemność 5L do przygotowania 150L alkoholu Aromat charakteryzuje się wyrazistą, owocową nutą dojrzałych wiśni, które łączą się z delikatną słodyczą marmolady i suszonych owoców. W tle wyczuwalne są subtelne akcenty migdałów i lekkiej wanilii, które dodają głębi. Całość ma gładką, niemal kremową teksturę, z wyczuwalnym, lekkim dębowym finiszem, który równoważy owocową słodycz, tworząc pełną i harmonijną kompozycję Instrukcja:do butelki 750ml wsypać 100g miałkiego cukru lub glukozy, wlać 25ml zaprawki i dopełnić wódką 40-60% (lub wedle uznania). Wstrząsnąć do całkowitego rozpuszczenia się cukru, odstawić na 24h i gotowe. Dłuższe „przegryzanie” się trunku poprawia jego smak. Szanowni Klienci,w buteleczce z esencją mogą wyjątkowo czasami pojawiać się drobinki osadu. Producenci esencji dodają ekstraktu dębowego, który jak firma STRANDS sami produkują poprzez proces ekstrakcji. Otrzymują zawiesinę, którą filtrują. Ten proces czasami nie jest wystarczający i malutkie cząsteczki pyłu dębowego przepychają się przez filtr a potem kumulują się w większe widoczne aglomeraty. Serdecznie za to przepraszamy, producent stara się polepszyć proces filtracji. Natomiast nie można wykluczyć ekstraktu dębowego ze względów smakowych. W każdym razie nie jest to szkodliwe a gotowy alkohol można przefiltrować przez sączek filtracyjny, ewentualnie przez filtr do kawy.;1;1;9;https://winohobby.biz/userdata/public/gfx/7376/Cherry-Brandy-5l.jpg;24|26|21;aromat-o-smaku-cherry-brandy-style-flavour-5l
ARE-R-822;1;Aromat o smaku: Gremaxa style flavour 250ml;1;36.59;45.00;Zaprawki do alkoholu esencje STRANDS;Aromat charakteryzuje się bogatą, złożoną nutą, która łączy w sobie wyraźną słodycz miodu i owoców, takich jak winogrona czy suszone śliwki. W tle pojawiają się subtelne akcenty przypraw, jak cynamon i goździki, które dodają głębi. Całość ma delikatną, niemal kremową gładkość, z wyczuwalnym, lekko drzewnym posmakiem, który równoważy słodkie i owocowe nuty. 250ml – ilość esencji wystarczająca na około 7,5L alkoholu25ml – na butelkę 750ml Instrukcja:do butelki 750ml wlać 25ml zaprawki i dopełnić wódką 40% (lub % wedle uznania). Wstrząsnąć, odstawić na 24h i gotowe. Dłuższe „przegryzanie” się trunku poprawia jego smak. Szanowni Klienci,w buteleczce z esencją mogą wyjątkowo czasami pojawiać się drobinki osadu. Producenci esencji dodają ekstraktu dębowego, który jak firma STRANDS sami produkują poprzez proces ekstrakcji. Otrzymują zawiesinę, którą filtrują. Ten proces czasami nie jest wystarczający i malutkie cząsteczki pyłu dębowego przepychają się przez filtr a potem kumulują się w większe widoczne aglomeraty. Serdecznie za to przepraszamy, producent stara się polepszyć proces filtracji. Natomiast nie można wykluczyć ekstraktu dębowego ze względów smakowych. W każdym razie nie jest to szkodliwe a gotowy alkohol można przefiltrować przez sączek filtracyjny, ewentualnie przez filtr do kawy.;1;1;0;https://winohobby.biz/userdata/public/gfx/7301/GREMAXA.png;24|26;aromat-o-smaku-gremaxa-style-flavour-250ml
ARE-R-825;1;Aromat o smaku: Baltmore Long Blended style flavour 250ml;1;39.84;49.00;Zaprawki do alkoholu esencje STRANDS;Aromat jest pełny i ciepły, z wyraźną nutą słodyczy, przypominającą karmel, miód i wanilię. W tle wyczuwalne są delikatne owoce, takie jak suszone śliwki i rodzynki, a także subtelne akcenty przypraw, jakcynamoni goździki. Całość ma przyjemną, lekko kremową gładkość, z nutą orzechów, która dodaje jej głębi. 250ml – ilość esencji wystarczająca na około 7,5L alkoholu25ml – na butelkę 750ml Instrukcja:do butelki 750ml wlać 25ml esencji i dopełnić wódką 40% (lub mocniejszą wedle uznania). Wstrząsnąć, odstawić na 24h i gotowe. Dłuższe „przegryzanie” się trunku poprawia jego smak. Szanowni Klienci,w buteleczce z esencją mogą wyjątkowo czasami pojawiać się drobinki osadu. Producenci esencji dodają ekstraktu dębowego, który jak firma STRANDS sami produkują poprzez proces ekstrakcji. Otrzymują zawiesinę, którą filtrują. Ten proces czasami nie jest wystarczający i malutkie cząsteczki pyłu dębowego przepychają się przez filtr a potem kumulują się w większe widoczne aglomeraty. Serdecznie za to przepraszamy, producent stara się polepszyć proces filtracji. Natomiast nie można wykluczyć ekstraktu dębowego ze względów smakowych. W każdym razie nie jest to szkodliwe a gotowy alkohol można przefiltrować przez sączek filtracyjny, ewentualnie przez filtr do kawy.;1;1;10;https://winohobby.biz/userdata/public/gfx/7304/BALTMORE.png;24|25;aromat-o-smaku-baltmore-long-blended-style-flavour-250ml
ARI-X-372;1;"Etykieta NALEWKA DOMOWA ""OWOCE CIEMNE""";1;0.37;0.45;-;Rozmiar etykiety: 70mm x 90mm Rozmiar etykiety może delikatnie się różnić o 1-2mm.;1;1;9;https://winohobby.biz/userdata/public/gfx/0e57f2f3059392e9a5a59ad3f2c011aa.jpg;55;etykieta-nalewka-domowa-owoce-ciemne
ARE-S-037;1;Aromat 25ml o smaku: Gremaxa style flavour;1;7.4;9.10;Zaprawki do alkoholu esencje STRANDS;Aromatyczna, owocowa grecka brandy. Instrukcja:do butelki 750ml wlać zaprawkę i dopełnić wódką 40% (lub mocniejszą wedle uznania). Wstrząsnąć, odstawić na 24h i gotowe. Dłuższe „przegryzanie” się trunku poprawia jego smak.Zaprawki są sprowadzane ze Szwecji - producent firma STRANDS. Dają naprawdę znakomite rezultaty, przeważnie nie do rozpoznania dla zwykłego konsumenta. Wykorzystując nasze zaprawki, każdy z nas ma niepowtarzalną okazję spróbowania alkoholi z różnych stron Świata, oszczędzając dużo pieniędzy. Dzięki tym zaprawkom, każdy z nas ma także okazję na zebranie w swoim barku zestawu alkoholi jak w prawdziwym DRINK BARZE! Jeżeli chcesz się dowiedzieć więcej o zaprawkach do alkoholu, jak je mieszać, polecamy do zapoznania się z naszym artykułem: Zaprawki do alkoholu. Szanowni Klienci,w buteleczce z esencją mogą wyjątkowo czasami pojawiać się drobinki osadu, oto informacja od producenta: Wiele oryginalnych alkoholi cechuje duża zawartość smaku drzewa z beczek dębowych. W dodatku np.Tennessee Whiskey jest filtrowana przez grubą warstwę węgla drzewnego, co pogłębia smak drzewa. W celu uzyskania tego efektu, producenci esencji dodają ekstraktu dębowego, który jak firma STRANDS sami produkują poprzez proces ekstrakcji. Otrzymują zawiesinę, którą filtrują. Ten proces czasami nie jest wystarczający i malutkie cząsteczki pyłu dębowego przepychają się przez filtr a potem kumulują się w większe widoczne aglomeraty. Może się to wydarzyć także w Bourbonie, Wódce Dębowej, koniakach itd. Serdecznie za to przepraszamy, producent stara się polepszyć proces filtracji. Natomiast nie można wykluczyć ekstraktu dębowego ze względów smakowych. W każdym razie nie jest to szkodliwe a gotowy alkohol można przefiltrować przez sączek filtracyjny, ewentualnie przez filtr do kawy.;1;1;7;https://winohobby.biz/userdata/public/gfx/7016/Esencja-do-alkoholu-Strands-Gremaxa-Greckie-Brandy-25ml.png;24|26;aromat-25ml-o-smaku-gremaxa-style-flavour
ARE-S-282;1;Still Spirits Distiller's ALPHA-AMYLASE 12g;1;12.44;15.30;-;;1;1;1;https://winohobby.biz/userdata/public/gfx/6868/Still-Spirits-Distillers-ALPHA-AMYLASE-12g.png;8|9;still-spirits-distiller-s-alpha-amylase-12g
ARI-X-373;1;"Etykieta NALEWKA DOMOWA ""OWOCE JASNE""";1;0.37;0.45;-;Rozmiar etykiety: 70mm x 90mm Rozmiar etykiety może delikatnie się różnić o 1-2mm.;1;1;7;https://winohobby.biz/userdata/public/gfx/9bebd26572e881398cd8d91d5e4a9c22.jpg;55;etykieta-nalewka-domowa-owoce-jasne
ARI-X-342;1;Etykieta MODERN NALEWKA CYTRYNOWA - 1szt;1;0.33;0.40;-;Etykiety nabłyszczane na nalewki domowe, rozmiar 80x45mm 1 szt.;1;1;4;https://winohobby.biz/userdata/public/gfx/5915/Etykieta-MODERN-NALEWKA-CYTRYNOWA.jpg;55;etykieta-modern-nalewka-cytrynowa-1szt
ARI-X-344;1;Etykieta MODERN NALEWKA CYTRUSOWA - 1szt;1;0.33;0.40;-;Etykiety nabłyszczane na nalewki domowe, rozmiar 80x45mm 1 szt.;1;1;8;https://winohobby.biz/userdata/public/gfx/5917/Etykieta-MODERN-NALEWKA-CYTRUSOWA.jpg;55;etykieta-modern-nalewka-cytrusowa-1szt
ARI-X-340;1;Etykieta MODERN NALEWKA WIŚNIOWA - 1szt;1;0.33;0.40;-;Etykiety nabłyszczane na nalewki domowe, rozmiar 80x45mm 1 szt.;1;1;6;https://winohobby.biz/userdata/public/gfx/5913/Etykieta-MODERN-NALEWKA-WISNIOWA.jpg;55|58;etykieta-modern-nalewka-wisniowa-1szt
ARE-R-818;1;Aromat o smaku: Jamica mork rom style flavour 250ml;1;36.59;45.00;Zaprawki do alkoholu esencje STRANDS;Aromat jest intensywny i bogaty, z wyraźnymi nutami dojrzałych owoców tropikalnych (banany, ananas), melasy, karmelu i przypraw korzennych. Smak głęboki, słodki, z nutą dębiny, czekolady i lekkim akcentem dymu. Finisz ciepły, długi, z owocowo-korzennym charakterem. 250ml – ilość esencji wystarczająca na około 7,5L alkoholu25ml – na butelkę 750ml Instrukcja:do butelki 750ml wlać 25ml zaprawki i dopełnić wódką 40% (lub % wedle uznania). Wstrząsnąć, odstawić na 24h i gotowe. Dłuższe „przegryzanie” się trunku poprawia jego smak. Szanowni Klienci,w buteleczce z esencją mogą wyjątkowo czasami pojawiać się drobinki osadu. Producenci esencji dodają ekstraktu dębowego, który jak firma STRANDS sami produkują poprzez proces ekstrakcji. Otrzymują zawiesinę, którą filtrują. Ten proces czasami nie jest wystarczający i malutkie cząsteczki pyłu dębowego przepychają się przez filtr a potem kumulują się w większe widoczne aglomeraty. Serdecznie za to przepraszamy, producent stara się polepszyć proces filtracji. Natomiast nie można wykluczyć ekstraktu dębowego ze względów smakowych. W każdym razie nie jest to szkodliwe a gotowy alkohol można przefiltrować przez sączek filtracyjny, ewentualnie przez filtr do kawy.;1;1;3;https://winohobby.biz/userdata/public/gfx/7296/Jamaica-Rom.png;24|31;aromat-o-smaku-jamica-mork-rom-style-flavour-250ml
ARI-X-341;1;Etykieta MODERN NALEWKA OWOCE LEŚNE - 1szt;1;0.33;0.40;-;Etykiety nabłyszczane na nalewki domowe, rozmiar 80x45mm 1 szt.;1;1;0;https://winohobby.biz/userdata/public/gfx/5914/Etykieta-MODERN-NALEWKA-OWOCE-LESNE.jpg;55;etykieta-modern-nalewka-owoce-lesne-1szt
ARI-X-333;1;Etykieta MAŁA OWOCE - 1 szt;1;0.33;0.40;-;Etykiety nabłyszczane na nalewki domowe,  rozmiar 80x45mm 1 szt.;1;1;5;https://winohobby.biz/userdata/public/gfx/b047e61d2526db870996161cda2fca12.jpg;55;etykieta-mala-owoce-1-szt
ARE-S-221;1;Drożdże AlcoPro T48 9kg - 1szt;1;7.97;9.80;-;AlcoPro48 to drożdże nowej generacji! Specjalna, wysokoalkoholizująca mieszanka pozwoliła osiągnąć tolerancję alkoholu do 21,5%, przy zachowaniu wyjątkowej czystości fermentacji!Przeznaczone do fermentacji od 6 do 9kg cukru.Skład:FOOD GRADE (klasa spożywcza) 135g drożdże, pożywka, witaminy i mikroelementy.Mieszanka posiada szeroki zakres temperatury w jakiej może fermentować, od 200C nawet do 280C.Skład mieszanki jest FOO DGRADE co oznacza KLASA SPOŻYWCZA. To najwyższa jakość składników, z których każdy, każdy pojedynczy jest składnikiem spożywczym! KLASĘ SPOŻYWCZĄ reprezentują wszystkie produkty wytwarzane w Szwecji, między innymi takie marki jak T3, T48, SpiritFerm czy Coobra.;1;1;5;https://winohobby.biz/userdata/public/gfx/6685/Drozdze-AlcoPro-T48-9kg.jpg;7;drozdze-alcopro-t48-9kg-1szt
ARE-S-222;1;Drożdże AlcoPro T48 MegaPack na 100L - 1szt;1;16.26;20.00;-;AlcoPro48 to drożdże nowej generacji! Specjalna, wysokoalkoholizująca mieszanka pozwoliła osiągnąć tolerancję alkoholu do 21,5%, przy zachowaniu wyjątkowej czystości fermentacji!Przeznaczone do fermentacji od 25 do 36kg cukru.Skład:FOOD GRADE (klasa spożywcza) 360g drożdże, pożywka, witaminy i mikroelementy.Mieszanka posiada szeroki zakres temperatury w jakiej może fermentować, od 200C nawet do 280C.Skład mieszanki jest FOO DGRADE co oznacza KLASA SPOŻYWCZA. To najwyższa jakość składników, z których każdy, każdy pojedynczy jest składnikiem spożywczym! KLASĘ SPOŻYWCZĄ reprezentują wszystkie produkty wytwarzane w Szwecji, między innymi takie marki jak T3, T48, SpiritFerm czy Coobra.;1;1;2;https://winohobby.biz/userdata/public/gfx/6694/AlcoPro-100l-MegaPack.jpg|https://winohobby.biz/userdata/public/gfx/6695/Drozdze-AlcoPro-T48-MegaPack.jpg;7;drozdze-alcopro-t48-megapack-na-100l-1szt
ARI-X-345;1;Etykieta MIÓD PITNY SŁOIK - 1szt;1;0.33;0.40;-;Etykiety nabłyszczane na nalewki domowe, rozmiar 80x45mm 1 szt.;1;1;9;https://winohobby.biz/userdata/public/gfx/5918/Etykieta-MIOD-PITNY-SLOIK.jpg;55|160|159;etykieta-miod-pitny-sloik-1szt
SPI-R-954;1;Destylator AABRATEK OVM/LM z wziernikiem 30L;1;2520.33;3100.00;-;Specyfikacja: Zbiornik typu KEG o pojemności 50 lub 30 litrów (do wyboru) z grzałkami elektrycznymi: 2+2kW przy kegu 50L i 2+1,5kW przy kegu 30L, w osłonie z okablowaniem. Zawór spustowy oraz termometr tarczowy bimetaliczny w zestawie. Zbiorniki ocieplane pianką kauczukową Armaflex. W zestawie dwa elektroniczne termometry tablicowe mierzące temperaturę z dokładnością do 0,10C i częstotliwością odświeżania 1s. Złącza SMS. Chłodnica karbowana ze stali nierdzewnej 3m Chłodnica Liebiga z zaworem kulowym ½” montowana na 20-25cm poniżej górnego poziomu wypełnienia kolumny. Długość całkowita chłodnicy to około 70cm, skraplacz 12mm w płaszczu wodnym 25mm. Wziernik typu latarka 3600 Zawór precyzyjny w głowicy. Termometry: głowica, 10-ta półka, zbiornik(bimetaliczny). Sondy termometrów montowane w gilzach z rurek nierdzewnych, sonda z uszczelką silikonową. Kolumna 60,3mm x 110cm, wypełnienie kolumny sprężynki pryzmatyczne nierdzewne. Katalizator miedziany długość około 22cm, wypełniony miedzią w postaci sprężynek pryzmatycznych, montowany do zbiornika na złączu SMS. Wypełnienie miedziane absorbuje związki siarki co w znacznym stopniu poprawia smak i aromat destylatu. Wypełnienie miedziane należy co 2-4 procesy wyczyścić w roztworze kwasku cytrynowego. Obniżony odbiór VM - pozwala nam odebrać większe i lepsze jakościowo ilości serca destylatu, dodatkową zaletą jest to że otrzymujemy dobrze schłodzony destylat a co za tym idzie pomiary stężenia są bardziej wiarygodne. Zawór spustowy. Wysokość całego zestawu około 225cm. Zestaw wykonany ze stali nierdzewnej AISI 304/316. Uszczelnienia SILIKON/EPDM. Elementy spawane metodą TIG w osłonie Argonu. Po spawaniu elementy wytrawiane zanurzeniowo. Zalety destylatorów typu Aabratek: Stężenie po pierwszej destylacji 95-96%, brak tendencji spadkowej - przez cały proces osiągamy taki sam procent. Jednokrotna destylacja jest wystarczająca do osiągnięcia wysokiej klasy destylatu, druga destylacja nie jest potrzebna. Dzięki zastosowaniu zaworu precyzyjnego, regulacja refluksu jest bardzo łatwa. Wydajność około 20-25ml/min. Dzięki zastosowaniu chłodnicy ustawionej pod kątem zestaw jest niższy i poręczniejszy. Łatwość obsługi nawet dla początkujących. Stabilna praca urządzenia bez zbędnej elektroniki sterującej. Dzięki kompatybilności złączy SMS w każdym momencie można rozbudować zestaw.;1;1;6;https://winohobby.biz/userdata/public/gfx/6659/Destylator-AABRATEK-OVMLM-z-wziernikiem-30L.jpg|https://winohobby.biz/userdata/public/gfx/6660/DSC_0116.jpg;43;destylator-aabratek-ovm-lm-z-wziernikiem-30l
SPI-R-953;1;Destylator AABRATEK OVM/LM z wziernikiem 50L;1;2682.93;3300.00;-;Specyfikacja: Zbiornik typu KEG o pojemności 50 lub 30 litrów (do wyboru) z grzałkami elektrycznymi: 2+2kW przy kegu 50L i 2+1,5kW przy kegu 30L, w osłonie z okablowaniem. Zawór spustowy oraz termometr tarczowy bimetaliczny w zestawie. Zbiorniki ocieplane pianką kauczukową Armaflex. W zestawie dwa elektroniczne termometry tablicowe mierzące temperaturę z dokładnością do 0,10C i częstotliwością odświeżania 1s. Złącza SMS. Chłodnica karbowana ze stali nierdzewnej 3m Chłodnica Liebiga z zaworem kulowym ½” montowana na 20-25cm poniżej górnego poziomu wypełnienia kolumny. Długość całkowita chłodnicy to około 70cm, skraplacz 12mm w płaszczu wodnym 25mm. Wziernik typu latarka 3600 Zawór precyzyjny w głowicy. Termometry: głowica, 10-ta półka, zbiornik(bimetaliczny). Sondy termometrów montowane w gilzach z rurek nierdzewnych, sonda z uszczelką silikonową. Kolumna 60,3mm x 110cm, wypełnienie kolumny sprężynki pryzmatyczne nierdzewne. Katalizator miedziany długość około 22cm, wypełniony miedzią w postaci sprężynek pryzmatycznych, montowany do zbiornika na złączu SMS. Wypełnienie miedziane absorbuje związki siarki co w znacznym stopniu poprawia smak i aromat destylatu. Wypełnienie miedziane należy co 2-4 procesy wyczyścić w roztworze kwasku cytrynowego. Obniżony odbiór VM - pozwala nam odebrać większe i lepsze jakościowo ilości serca destylatu, dodatkową zaletą jest to że otrzymujemy dobrze schłodzony destylat a co za tym idzie pomiary stężenia są bardziej wiarygodne. Zawór spustowy. Wysokość całego zestawu około 225cm. Zestaw wykonany ze stali nierdzewnej AISI 304/316. Uszczelnienia SILIKON/EPDM. Elementy spawane metodą TIG w osłonie Argonu. Po spawaniu elementy wytrawiane zanurzeniowo. Zalety destylatorów typu Aabratek: Stężenie po pierwszej destylacji 95-96%, brak tendencji spadkowej - przez cały proces osiągamy taki sam procent. Jednokrotna destylacja jest wystarczająca do osiągnięcia wysokiej klasy destylatu, druga destylacja nie jest potrzebna. Dzięki zastosowaniu zaworu precyzyjnego, regulacja refluksu jest bardzo łatwa. Wydajność około 20-25ml/min. Dzięki zastosowaniu chłodnicy ustawionej pod kątem zestaw jest niższy i poręczniejszy. Łatwość obsługi nawet dla początkujących. Stabilna praca urządzenia bez zbędnej elektroniki sterującej. Dzięki kompatybilności złączy SMS w każdym momencie można rozbudować zestaw.;1;1;5;https://winohobby.biz/userdata/public/gfx/6663/Destylator-AABRATEK-OVMLM-z-wziernikiem-50L.jpg|https://winohobby.biz/userdata/public/gfx/6664/DSC_0116.jpg;43;destylator-aabratek-ovm-lm-z-wziernikiem-50l
ARI-X-343;1;Etykieta MODERN NALEWKA ORZECH OWOC - 1szt-;1;0.33;0.40;-;Etykiety nabłyszczane na nalewki domowe, rozmiar 80x45mm 1 szt.;1;1;0;https://winohobby.biz/userdata/public/gfx/5916/Etykieta-MODERN-NALEWKA-DOMOWA.jpg;55;etykieta-modern-nalewka-orzech-owoc-1szt
ARI-X-334;1;Etykieta OLD MOONSHINE - 1szt;1;0.33;0.40;-;Etykiety nabłyszczane na nalewki domowe, rozmiar 80x45mm 1 szt.;1;1;4;https://winohobby.biz/userdata/public/gfx/5907/Etykieta-OLD-MOONSHINE.jpg;55|58;etykieta-old-moonshine-1szt
ARI-X-335;1;Etykieta OLD NALEWKA - 1szt;1;0.33;0.40;-;Etykiety nabłyszczane na nalewki domowe, rozmiar 80x45mm 1 szt.;1;1;5;https://winohobby.biz/userdata/public/gfx/5908/Etykieta-OLD-NALEWKA.jpg;55;etykieta-old-nalewka-1szt
ARI-X-332;1;Etykieta MAŁA - WIŚNIE  1szt;1;0.33;0.40;-;Etykiety nabłyszczane na nalewki domowe, rozmiar 80x45mm 1 szt.;1;1;6;https://winohobby.biz/userdata/public/gfx/5919a2e842181430f2433ab699c9c064.jpg;55;etykieta-mala-wisnie-1szt
ARI-X-331;1;Etykieta MAŁA ŚLIWKA - 1szt;1;0.33;0.40;-;Etykiety nabłyszczane na nalewki domowe, rozmiar 80x45mm 1 szt.;1;1;8;https://winohobby.biz/userdata/public/gfx/0762ae70c4a2910f065d583ba59744b3.jpg;55;etykieta-mala-sliwka-1szt
ARI-X-337;1;Etykieta OLD TRUNEK DOMOWY - 1szt;1;0.33;0.40;-;Etykiety nabłyszczane na nalewki domowe, rozmiar 80x45mm 1 szt.;1;1;3;https://winohobby.biz/userdata/public/gfx/5910/Etykieta-OLD-TRUNEK-DOMOWY.jpg;55|58;etykieta-old-trunek-domowy-1szt
